,,,,,,STORAGE,STORAGE,STORAGE,SUPPORTED FEATURES,SUPPORTED FEATURES,SUPPORTED FEATURES,SUPPORTED FEATURES,
AOS Version,OS Vendor,OS Family,OS Status,OS Bits,Platform,SCSI,IDE,PCI,Hot Add Memory,Hot Add vCPU,UEFI,Secure Boot,
"AOS 6.10","Canonical","Ubuntu 14.04","-","64","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 7.1","Canonical","Ubuntu 12.04","Legacy OS","32","x86","-","Supported","Recommended","-","-","-","-",
"AOS 7.0","Canonical","Ubuntu 12.04","Legacy OS","64","x86","-","Supported","Recommended","-","-","Supported","-",
"AOS 6.8","Canonical","Ubuntu 12.04","Legacy OS","32","x86","-","Supported","Recommended","-","-","-","-",
"AOS 6.1","Canonical","Ubuntu 12.04","Legacy OS","64","x86","-","Supported","Recommended","-","-","Supported","-",
"AOS 6.1","Canonical","Ubuntu 14.04","-","32","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 7.3","Canonical","Ubuntu 14.04","-","64","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 7.5","Canonical","Ubuntu 12.04","Legacy OS","64","x86","-","Supported","Recommended","-","-","Supported","-",
"AOS 6.7","Canonical","Ubuntu 14.04","-","32","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 7.1","Canonical","Ubuntu 14.04","-","32","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 5.10","Canonical","Ubuntu 14.04","-","64","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 5.11","Canonical","Ubuntu 14.04","-","32","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 5.16","Canonical","Ubuntu 14.04","-","32","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 5.6","Canonical","Ubuntu 14.04","-","32","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 6.7","Canonical","Ubuntu 14.04","-","64","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 7.0","Canonical","Ubuntu 14.04","-","64","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 7.1","Canonical","Ubuntu 14.04","-","64","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 5.17","Canonical","Ubuntu 14.04","-","32","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 5.19","Canonical","Ubuntu 14.04","-","32","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 5.5","Canonical","Ubuntu 14.04","-","64","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 5.9","Canonical","Ubuntu 14.04","-","64","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 6.1","Canonical","Ubuntu 12.04","Legacy OS","32","x86","-","Supported","Recommended","-","-","-","-",
"AOS 5.20","Canonical","Ubuntu 14.04","-","64","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 6.8","Canonical","Ubuntu 14.04","-","32","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 7.0","Canonical","Ubuntu 14.04","-","32","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 7.0","Canonical","Ubuntu 12.04","Legacy OS","32","x86","-","Supported","Recommended","-","-","-","-",
"AOS 6.5","Canonical","Ubuntu 12.04","Legacy OS","64","x86","-","Supported","Recommended","-","-","Supported","-",
"AOS 6.10","Canonical","Ubuntu 12.04","Legacy OS","64","x86","-","Supported","Recommended","-","-","Supported","-",
"AOS 7.3","Canonical","Ubuntu 12.04","Legacy OS","64","x86","-","Supported","Recommended","-","-","Supported","-",
"AOS 5.18","Canonical","Ubuntu 14.04","-","32","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 6.5","Canonical","Ubuntu 14.04","-","32","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 5.18","Canonical","Ubuntu 14.04","-","64","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 7.5","Canonical","Ubuntu 12.04","Legacy OS","32","x86","-","Supported","Recommended","-","-","-","-",
"AOS 5.10","Canonical","Ubuntu 14.04","-","32","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 5.9","Canonical","Ubuntu 14.04","-","32","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 6.6","Canonical","Ubuntu 12.04","Legacy OS","64","x86","-","Supported","Recommended","-","-","Supported","-",
"AOS 6.10","Canonical","Ubuntu 12.04","Legacy OS","32","x86","-","Supported","Recommended","-","-","-","-",
"AOS 6.8","Canonical","Ubuntu 12.04","Legacy OS","64","x86","-","Supported","Recommended","-","-","Supported","-",
"AOS 5.15","Canonical","Ubuntu 14.04","-","32","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 5.17","Canonical","Ubuntu 14.04","-","64","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 6.5","Canonical","Ubuntu 14.04","-","64","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 5.6","Canonical","Ubuntu 14.04","-","64","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 5.20","Canonical","Ubuntu 14.04","-","32","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 6.0","Canonical","Ubuntu 14.04","-","64","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 6.0","Canonical","Ubuntu 14.04","-","32","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 6.10","Canonical","Ubuntu 14.04","-","32","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 6.7","Canonical","Ubuntu 12.04","Legacy OS","64","x86","-","Supported","Recommended","-","-","Supported","-",
"AOS 6.5","Canonical","Ubuntu 12.04","Legacy OS","32","x86","-","Supported","Recommended","-","-","-","-",
"AOS 7.1","Canonical","Ubuntu 12.04","Legacy OS","64","x86","-","Supported","Recommended","-","-","Supported","-",
"AOS 7.3","Canonical","Ubuntu 12.04","Legacy OS","32","x86","-","Supported","Recommended","-","-","-","-",
"AOS 5.8","Canonical","Ubuntu 14.04","-","64","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 5.8","Canonical","Ubuntu 14.04","-","32","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 6.1","Canonical","Ubuntu 14.04","-","64","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 6.6","Canonical","Ubuntu 14.04","-","64","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 6.8","Canonical","Ubuntu 14.04","-","64","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 6.0","Canonical","Ubuntu 12.04","Legacy OS","32","x86","-","Supported","Recommended","-","-","-","-",
"AOS 6.6","Canonical","Ubuntu 12.04","Legacy OS","32","x86","-","Supported","Recommended","-","-","-","-",
"AOS 5.11","Canonical","Ubuntu 14.04","-","64","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 5.16","Canonical","Ubuntu 14.04","-","64","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 5.19","Canonical","Ubuntu 14.04","-","64","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 5.5","Canonical","Ubuntu 14.04","-","32","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 6.6","Canonical","Ubuntu 14.04","-","32","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 5.10","Canonical","Ubuntu 16.04","-","32","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 7.3","Canonical","Ubuntu 16.04","-","64","x86","Recommended","Supported","Supported","-","-","Supported","-",
"AOS 6.0","Canonical","Ubuntu 18.04","-","64","x86","Recommended","Supported","Supported","Supported","Supported","Supported","-",
"AOS 6.0","Canonical","Ubuntu 16.04","-","32","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 5.11","Canonical","Ubuntu 16.04","-","64","x86","Recommended","Supported","Supported","-","-","Supported","-",
"AOS 5.17","Canonical","Ubuntu 16.04","-","32","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 6.7","Canonical","Ubuntu 16.04","-","32","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 7.5","Canonical","Ubuntu 16.04","-","32","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 5.17","Canonical","Ubuntu 18.04","-","64","x86","Recommended","Supported","Supported","Supported","Supported","Supported","-",
"AOS 5.18","Canonical","Ubuntu 18.04","-","64","x86","Recommended","Supported","Supported","Supported","Supported","Supported","-",
"AOS 5.8","Canonical","Ubuntu 18.04","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 6.1","Canonical","Ubuntu 16.04","-","64","x86","Recommended","Supported","Supported","-","-","Supported","-",
"AOS 7.5","Canonical","Ubuntu 14.04","-","32","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 7.5","Canonical","Ubuntu 14.04","-","64","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 6.7","Canonical","Ubuntu 16.04","-","64","x86","Recommended","Supported","Supported","-","-","Supported","-",
"AOS 6.8","Canonical","Ubuntu 16.04","-","32","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 7.0","Canonical","Ubuntu 16.04","-","64","x86","Recommended","Supported","Supported","-","-","Supported","-",
"AOS 7.0","Canonical","Ubuntu 16.04","-","32","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 7.1","Canonical","Ubuntu 16.04","-","64","x86","Recommended","Supported","Supported","-","-","Supported","-",
"AOS 6.10","Canonical","Ubuntu 18.04","-","64","x86","Recommended","Supported","Supported","Supported","Supported","Supported","-",
"AOS 5.6","Canonical","Ubuntu 16.04","-","64","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 5.8","Canonical","Ubuntu 16.04","-","64","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 6.5","Canonical","Ubuntu 16.04","-","64","x86","Recommended","Supported","Supported","-","-","Supported","-",
"AOS 7.5","Canonical","Ubuntu 16.04","-","64","x86","Recommended","Supported","Supported","-","-","Supported","-",
"AOS 5.11","Canonical","Ubuntu 18.04","-","64","x86","Recommended","Supported","Supported","Supported","Supported","Supported","-",
"AOS 5.6","Canonical","Ubuntu 18.04","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 6.1","Canonical","Ubuntu 18.04","-","64","x86","Recommended","Supported","Supported","Supported","Supported","Supported","-",
"AOS 5.5","Canonical","Ubuntu 16.04","-","32","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 5.6","Canonical","Ubuntu 16.04","-","32","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 5.8","Canonical","Ubuntu 16.04","-","32","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 5.9","Canonical","Ubuntu 16.04","-","32","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 6.6","Canonical","Ubuntu 16.04","-","32","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 5.10","Canonical","Ubuntu 16.04","-","64","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 5.16","Canonical","Ubuntu 16.04","-","32","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 5.18","Canonical","Ubuntu 16.04","-","32","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 5.20","Canonical","Ubuntu 16.04","-","32","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 6.10","Canonical","Ubuntu 16.04","-","32","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 5.11","Canonical","Ubuntu 16.04","-","32","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 6.0","Canonical","Ubuntu 16.04","-","64","x86","Recommended","Supported","Supported","-","-","Supported","-",
"AOS 7.3","Canonical","Ubuntu 16.04","-","32","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 5.19","Canonical","Ubuntu 18.04","-","64","x86","Recommended","Supported","Supported","Supported","Supported","Supported","-",
"AOS 5.5","Canonical","Ubuntu 18.04","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 5.20","Canonical","Ubuntu 16.04","-","64","x86","Recommended","Supported","Supported","-","-","Supported","-",
"AOS 6.1","Canonical","Ubuntu 16.04","-","32","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 5.15","Canonical","Ubuntu 18.04","-","64","x86","Recommended","Supported","Supported","Supported","Supported","Supported","-",
"AOS 5.16","Canonical","Ubuntu 18.04","-","64","x86","Recommended","Supported","Supported","Supported","Supported","Supported","-",
"AOS 6.5","Canonical","Ubuntu 16.04","-","32","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 6.6","Canonical","Ubuntu 16.04","-","64","x86","Recommended","Supported","Supported","-","-","Supported","-",
"AOS 5.15","Canonical","Ubuntu 16.04","-","32","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 7.3","Canonical","Ubuntu 14.04","-","32","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 5.15","Canonical","Ubuntu 16.04","-","64","x86","Recommended","Supported","Supported","-","-","Supported","-",
"AOS 5.16","Canonical","Ubuntu 16.04","-","64","x86","Recommended","Supported","Supported","-","-","Supported","-",
"AOS 5.17","Canonical","Ubuntu 16.04","-","64","x86","Recommended","Supported","Supported","-","-","Supported","-",
"AOS 5.19","Canonical","Ubuntu 16.04","-","64","x86","Recommended","Supported","Supported","-","-","Supported","-",
"AOS 6.10","Canonical","Ubuntu 16.04","-","64","x86","Recommended","Supported","Supported","-","-","Supported","-",
"AOS 5.20","Canonical","Ubuntu 18.04","-","64","x86","Recommended","Supported","Supported","Supported","Supported","Supported","-",
"AOS 5.18","Canonical","Ubuntu 16.04","-","64","x86","Recommended","Supported","Supported","-","-","Supported","-",
"AOS 5.5","Canonical","Ubuntu 16.04","-","64","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 6.8","Canonical","Ubuntu 16.04","-","64","x86","Recommended","Supported","Supported","-","-","Supported","-",
"AOS 5.10","Canonical","Ubuntu 18.04","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 5.9","Canonical","Ubuntu 18.04","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 5.19","Canonical","Ubuntu 16.04","-","32","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 5.9","Canonical","Ubuntu 16.04","-","64","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 7.1","Canonical","Ubuntu 16.04","-","32","x86","Recommended","Supported","Supported","-","-","-","-",
"AOS 5.6","Canonical","Ubuntu 19.04","Legacy OS","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 5.5","Canonical","Ubuntu 19.04","Legacy OS","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 6.6","Canonical","Ubuntu 18.04","-","64","x86","Recommended","Supported","Supported","Supported","Supported","Supported","-",
"AOS 7.5","Canonical","Ubuntu 19.04","Legacy OS","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 5.16","Canonical","Ubuntu 19.04","Legacy OS","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 5.19","Canonical","Ubuntu 20.04","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 7.5","Canonical","Ubuntu 22.04","-","64","x86","Recommended","Supported","Supported","Supported","Supported","Supported","-",
"AOS 7.3","Canonical","Ubuntu 18.04","-","64","x86","Recommended","Supported","Supported","Supported","Supported","Supported","-",
"AOS 7.5","Canonical","Ubuntu 18.04","-","64","x86","Recommended","Supported","Supported","Supported","Supported","Supported","-",
"AOS 5.17","Canonical","Ubuntu 19.04","Legacy OS","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 6.1","Canonical","Ubuntu 19.04","Legacy OS","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 6.5","Canonical","Ubuntu 19.04","Legacy OS","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 6.7","Canonical","Ubuntu 19.04","Legacy OS","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 7.3","Canonical","Ubuntu 19.04","Legacy OS","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 6.0","Canonical","Ubuntu 20.04","-","64","x86","Recommended","Supported","Supported","Supported","Supported","Supported","Supported",
"AOS 6.8","Canonical","Ubuntu 24.04","-","64","x86","Recommended","Supported","Supported","Supported","Supported","Supported","Supported",
